0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,01999999955
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,01999999955
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
0,009999999776
